Area Abbreviation,Area Code,Area,Item Code,Item,Element Code,Element,Unit,latitude,longitude,Y2009,Y2010,Y2011,Y2012,Y2013
BW,20,Karnataka,2570,"Oilcrops, Other",5142,Food,1000 tonnes,-22.33,24.68,0,0,0,0,0
BW,20,Karnataka,2571,Soyabean Oil,5142,Food,1000 tonnes,-22.33,24.68,0,0,0,0,0
BW,20,Karnataka,2572,Groundnut Oil,5142,Food,1000 tonnes,-22.33,24.68,0,0,0,0,0
BW,20,Karnataka,2573,Sunflowerseed Oil,5142,Food,1000 tonnes,-22.33,24.68,14,13,15,18,18
BW,20,Karnataka,2574,Rape and Mustard Oil,5142,Food,1000 tonnes,-22.33,24.68,0,0,0,0,0
BW,20,Karnataka,2575,Cottonseed Oil,5142,Food,1000 tonnes,-22.33,24.68,2,2,1,1,2
BW,20,Karnataka,2577,Palm Oil,5142,Food,1000 tonnes,-22.33,24.68,1,1,1,1,1
BW,20,Karnataka,2578,Coconut Oil,5142,Food,1000 tonnes,-22.33,24.68,0,0,0,0,0
BW,20,Karnataka,2579,Sesameseed Oil,5142,Food,1000 tonnes,-22.33,24.68,0,0,1,0,0
BW,20,Karnataka,2580,Olive Oil,5142,Food,1000 tonnes,-22.33,24.68,0,0,0,0,0
BW,20,Karnataka,2582,Maize Germ Oil,5142,Food,1000 tonnes,-22.33,24.68,0,0,0,0,0
BW,20,Karnataka,2586,"Oilcrops Oil, Other",5142,Food,1000 tonnes,-22.33,24.68,1,1,2,3,2
BW,20,Karnataka,2601,Tomatoes and products,5142,Food,1000 tonnes,-22.33,24.68,6,5,4,5,6
BW,20,Karnataka,2602,Onions,5142,Food,1000 tonnes,-22.33,24.68,5,5,5,4,6
BW,20,Karnataka,2605,"Vegetables, Other",5142,Food,1000 tonnes,-22.33,24.68,49,64,65,62,67
BW,20,Karnataka,2611,"Oranges, Mandarines",5142,Food,1000 tonnes,-22.33,24.68,17,19,19,35,25
BW,20,Karnataka,2612,"Lemons, Limes and products",5142,Food,1000 tonnes,-22.33,24.68,0,0,0,12,6
BW,20,Karnataka,2613,Grapefruit and products,5142,Food,1000 tonnes,-22.33,24.68,0,1,0,0,0
BW,20,Karnataka,2614,"Citrus, Other",5142,Food,1000 tonnes,-22.33,24.68,2,1,1,0,0
BW,20,Karnataka,2615,Bananas,5142,Food,1000 tonnes,-22.33,24.68,8,9,6,2,2
BW,20,Karnataka,2616,Plantains,5142,Food,1000 tonnes,-22.33,24.68,0,0,0,3,6
BW,20,Karnataka,2617,Apples and products,5142,Food,1000 tonnes,-22.33,24.68,10,10,7,7,11
BW,20,Karnataka,2618,Pineapples and products,5142,Food,1000 tonnes,-22.33,24.68,0,0,0,0,0
BW,20,Karnataka,2619,Dates,5142,Food,1000 tonnes,-22.33,24.68,0,0,0,0,0
BW,20,Karnataka,2620,Grapes and products (excl wine),5142,Food,1000 tonnes,-22.33,24.68,2,2,1,2,2
BW,20,Karnataka,2625,"Fruits, Other",5142,Food,1000 tonnes,-22.33,24.68,54,58,58,57,82
BW,20,Karnataka,2630,Coffee and products,5142,Food,1000 tonnes,-22.33,24.68,2,2,2,2,2
BW,20,Karnataka,2633,Cocoa Beans and products,5142,Food,1000 tonnes,-22.33,24.68,1,1,1,1,1
BW,20,Karnataka,2635,Tea (including mate),5142,Food,1000 tonnes,-22.33,24.68,2,2,2,2,2
BW,20,Karnataka,2640,Pepper,5142,Food,1000 tonnes,-22.33,24.68,2,2,2,1,0
BW,20,Karnataka,2641,Pimento,5142,Food,1000 tonnes,-22.33,24.68,0,0,0,0,0
BW,20,Karnataka,2642,Cloves,5142,Food,1000 tonnes,-22.33,24.68,0,0,0,0,0
BW,20,Karnataka,2645,"Spices, Other",5142,Food,1000 tonnes,-22.33,24.68,2,3,3,3,4
BW,20,Karnataka,2655,Wine,5142,Food,1000 tonnes,-22.33,24.68,7,8,6,5,5
BW,20,Karnataka,2656,Beer,5142,Food,1000 tonnes,-22.33,24.68,72,57,63,63,76
BW,20,Karnataka,2657,"Beverages, Fermented",5142,Food,1000 tonnes,-22.33,24.68,45,53,49,56,44
BW,20,Karnataka,2658,"Beverages, Alcoholic",5142,Food,1000 tonnes,-22.33,24.68,2,2,5,2,1
BW,20,Karnataka,2731,Bovine Meat,5142,Food,1000 tonnes,-22.33,24.68,16,15,16,17,16
BW,20,Karnataka,2732,Mutton & Goat Meat,5142,Food,1000 tonnes,-22.33,24.68,8,8,8,8,8
BW,20,Karnataka,2733,Pigmeat,5142,Food,1000 tonnes,-22.33,24.68,1,1,1,1,2
BW,20,Karnataka,2734,Poultry Meat,5142,Food,1000 tonnes,-22.33,24.68,9,11,9,9,11
BW,20,Karnataka,2735,"Meat, Other",5142,Food,1000 tonnes,-22.33,24.68,22,25,24,25,23
BW,20,Karnataka,2736,"Offals, Edible",5142,Food,1000 tonnes,-22.33,24.68,7,8,8,7,8
BW,20,Karnataka,2740,"Butter, Ghee",5142,Food,1000 tonnes,-22.33,24.68,2,2,2,1,1
BW,20,Karnataka,2743,Cream,5142,Food,1000 tonnes,-22.33,24.68,1,0,0,0,0
BW,20,Karnataka,2737,"Fats, Animals, Raw",5142,Food,1000 tonnes,-22.33,24.68,2,2,2,2,2
BW,20,Karnataka,2781,"Fish, Body Oil",5521,Feed,1000 tonnes,-22.33,24.68,0,0,0,0,0
BW,20,Karnataka,2781,"Fish, Body Oil",5142,Food,1000 tonnes,-22.33,24.68,0,0,0,0,0
BW,20,Karnataka,2782,"Fish, Liver Oil",5142,Food,1000 tonnes,-22.33,24.68,0,0,0,0,0
BW,20,Karnataka,2744,Eggs,5142,Food,1000 tonnes,-22.33,24.68,4,4,4,4,4
BW,20,Karnataka,2848,Milk - Excluding Butter,5521,Feed,1000 tonnes,-22.33,24.68,22,26,21,18,16
BW,20,Karnataka,2848,Milk - Excluding Butter,5142,Food,1000 tonnes,-22.33,24.68,189,166,199,225,238
BW,20,Karnataka,2761,Freshwater Fish,5142,Food,1000 tonnes,-22.33,24.68,0,0,0,1,1
BW,20,Karnataka,2762,Demersal Fish,5142,Food,1000 tonnes,-22.33,24.68,2,1,1,1,1
BW,20,Karnataka,2763,Pelagic Fish,5521,Feed,1000 tonnes,-22.33,24.68,1,0,0,0,0
BW,20,Karnataka,2763,Pelagic Fish,5142,Food,1000 tonnes,-22.33,24.68,4,6,4,7,6
BW,20,Karnataka,2764,"Marine Fish, Other",5142,Food,1000 tonnes,-22.33,24.68,0,0,0,1,0
BW,20,Karnataka,2765,Crustaceans,5142,Food,1000 tonnes,-22.33,24.68,0,0,0,0,0
BW,20,Karnataka,2766,Cephalopods,5142,Food,1000 tonnes,-22.33,24.68,0,0,0,0,0
BW,20,Karnataka,2767,"Molluscs, Other",5142,Food,1000 tonnes,-22.33,24.68,0,0,0,0,0
BW,20,Karnataka,2769,"Aquatic Animals, Others",5142,Food,1000 tonnes,-22.33,24.68,0,0,0,0,0
BW,20,Karnataka,2775,Aquatic Plants,5142,Food,1000 tonnes,-22.33,24.68,0,0,0,0,0
BW,20,Karnataka,2680,Infant food,5142,Food,1000 tonnes,-22.33,24.68,0,0,1,0,0
BW,20,Karnataka,2905,Cereals - Excluding Beer,5521,Feed,1000 tonnes,-22.33,24.68,3,3,4,4,8
BW,20,Karnataka,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,-22.33,24.68,210,223,225,241,228
BW,20,Karnataka,2907,Starchy Roots,5142,Food,1000 tonnes,-22.33,24.68,84,101,105,113,114
BW,20,Karnataka,2908,Sugar Crops,5521,Feed,1000 tonnes,-22.33,24.68,0,0,0,0,0
BW,20,Karnataka,2908,Sugar Crops,5142,Food,1000 tonnes,-22.33,24.68,0,0,0,0,0
BW,20,Karnataka,2909,Sugar & Sweeteners,5142,Food,1000 tonnes,-22.33,24.68,59,67,59,59,63
BW,20,Karnataka,2911,Pulses,5142,Food,1000 tonnes,-22.33,24.68,10,10,11,9,11
BW,20,Karnataka,2912,Treenuts,5142,Food,1000 tonnes,-22.33,24.68,1,2,1,1,1
BW,20,Karnataka,2913,Oilcrops,5521,Feed,1000 tonnes,-22.33,24.68,1,0,0,0,0
BW,20,Karnataka,2913,Oilcrops,5142,Food,1000 tonnes,-22.33,24.68,9,5,5,5,4
BW,20,Karnataka,2914,Vegetable Oils,5142,Food,1000 tonnes,-22.33,24.68,19,17,21,23,23
BW,20,Karnataka,2918,Vegetables,5142,Food,1000 tonnes,-22.33,24.68,60,74,73,72,78
BW,20,Karnataka,2919,Fruits - Excluding Wine,5142,Food,1000 tonnes,-22.33,24.68,93,101,94,118,134
BW,20,Karnataka,2922,Stimulants,5142,Food,1000 tonnes,-22.33,24.68,5,4,5,5,5
BW,20,Karnataka,2923,Spices,5142,Food,1000 tonnes,-22.33,24.68,5,5,5,4,4
BW,20,Karnataka,2924,Alcoholic Beverages,5142,Food,1000 tonnes,-22.33,24.68,127,120,123,126,126
BW,20,Karnataka,2943,Meat,5142,Food,1000 tonnes,-22.33,24.68,56,60,58,60,58
BW,20,Karnataka,2945,Offals,5142,Food,1000 tonnes,-22.33,24.68,7,8,8,7,8
BW,20,Karnataka,2946,Animal fats,5521,Feed,1000 tonnes,-22.33,24.68,0,0,0,0,0
BW,20,Karnataka,2946,Animal fats,5142,Food,1000 tonnes,-22.33,24.68,5,4,4,3,4
BW,20,Karnataka,2949,Eggs,5142,Food,1000 tonnes,-22.33,24.68,4,4,4,4,4
BW,20,Karnataka,2948,Milk - Excluding Butter,5521,Feed,1000 tonnes,-22.33,24.68,22,26,21,18,16
BW,20,Karnataka,2948,Milk - Excluding Butter,5142,Food,1000 tonnes,-22.33,24.68,189,166,199,225,238
BW,20,Karnataka,2960,"Fish, Seafood",5521,Feed,1000 tonnes,-22.33,24.68,1,0,0,0,0
BW,20,Karnataka,2960,"Fish, Seafood",5142,Food,1000 tonnes,-22.33,24.68,7,7,6,10,8
BW,20,Karnataka,2961,"Aquatic Products, Other",5142,Food,1000 tonnes,-22.33,24.68,0,0,0,0,0
BR,21,Nagaland,2511,Wheat and products,5521,Feed,1000 tonnes,-14.24,-51.93,400,200,500,200,600
BR,21,Nagaland,2511,Wheat and products,5142,Food,1000 tonnes,-14.24,-51.93,10335,10517,10528,10387,10620
BR,21,Nagaland,2805,Rice (Milled Equivalent),5142,Food,1000 tonnes,-14.24,-51.93,6688,6546,6727,6309,6437
BR,21,Nagaland,2513,Barley and products,5521,Feed,1000 tonnes,-14.24,-51.93,300,100,100,8,110
BR,21,Nagaland,2513,Barley and products,5142,Food,1000 tonnes,-14.24,-51.93,0,0,0,0,0
BR,21,Nagaland,2514,Maize and products,5521,Feed,1000 tonnes,-14.24,-51.93,33646,34165,35850,38871,40487
BR,21,Nagaland,2514,Maize and products,5142,Food,1000 tonnes,-14.24,-51.93,4729,4760,4788,5473,5612
BR,21,Nagaland,2515,Rye and products,5521,Feed,1000 tonnes,-14.24,-51.93,0,0,0,0,0
BR,21,Nagaland,2515,Rye and products,5142,Food,1000 tonnes,-14.24,-51.93,4,3,3,7,4
BR,21,Nagaland,2516,Oats,5142,Food,1000 tonnes,-14.24,-51.93,218,362,331,394,437
BR,21,Nagaland,2517,Millet and products,5521,Feed,1000 tonnes,-14.24,-51.93,2,2,7,6,5
BR,21,Nagaland,2518,Sorghum and products,5521,Feed,1000 tonnes,-14.24,-51.93,1810,1491,1881,1965,2033
BR,21,Nagaland,2520,"Cereals, Other",5521,Feed,1000 tonnes,-14.24,-51.93,21,29,28,29,29
BR,21,Nagaland,2520,"Cereals, Other",5142,Food,1000 tonnes,-14.24,-51.93,172,177,142,142,180
BR,21,Nagaland,2532,Cassava and products,5521,Feed,1000 tonnes,-14.24,-51.93,12257,12604,12792,11610,10684
BR,21,Nagaland,2532,Cassava and products,5142,Food,1000 tonnes,-14.24,-51.93,8204,8367,8491,7813,7275
BR,21,Nagaland,2531,Potatoes and products,5142,Food,1000 tonnes,-14.24,-51.93,3186,3447,3784,3629,3587
BR,21,Nagaland,2533,Sweet potatoes,5521,Feed,1000 tonnes,-14.24,-51.93,191,198,218,192,192
BR,21,Nagaland,2533,Sweet potatoes,5142,Food,1000 tonnes,-14.24,-51.93,192,201,228,197,195
BR,21,Nagaland,2535,Yams,5521,Feed,1000 tonnes,-14.24,-51.93,81,82,86,86,86
BR,21,Nagaland,2535,Yams,5142,Food,1000 tonnes,-14.24,-51.93,104,107,113,118,117
BR,21,Nagaland,2534,"Roots, Other",5521,Feed,1000 tonnes,-14.24,-51.93,0,0,0,0,0
BR,21,Nagaland,2534,"Roots, Other",5142,Food,1000 tonnes,-14.24,-51.93,0,0,0,0,0
BR,21,Nagaland,2536,Sugar cane,5521,Feed,1000 tonnes,-14.24,-51.93,6400,6600,6800,6700,6900
BR,21,Nagaland,2536,Sugar cane,5142,Food,1000 tonnes,-14.24,-51.93,3100,3200,3300,3200,3300
BR,21,Nagaland,2541,Sugar non-centrifugal,5142,Food,1000 tonnes,-14.24,-51.93,448,462,476,469,483
BR,21,Nagaland,2542,Sugar (Raw Equivalent),5142,Food,1000 tonnes,-14.24,-51.93,7611,7749,7801,7883,7937
BR,21,Nagaland,2543,"Sweeteners, Other",5142,Food,1000 tonnes,-14.24,-51.93,78,82,74,110,134
BR,21,Nagaland,2745,Honey,5142,Food,1000 tonnes,-14.24,-51.93,13,19,19,17,18
BR,21,Nagaland,2546,Beans,5142,Food,1000 tonnes,-14.24,-51.93,3155,3176,3230,3048,3220
BR,21,Nagaland,2547,Peas,5142,Food,1000 tonnes,-14.24,-51.93,38,47,44,41,50
BR,21,Nagaland,2549,"Pulses, Other and products",5521,Feed,1000 tonnes,-14.24,-51.93,0,0,0,0,0
BR,21,Nagaland,2549,"Pulses, Other and products",5142,Food,1000 tonnes,-14.24,-51.93,32,25,36,23,27
BR,21,Nagaland,2551,Nuts and products,5142,Food,1000 tonnes,-14.24,-51.93,104,83,214,132,128
BR,21,Nagaland,2555,Soyabeans,5521,Feed,1000 tonnes,-14.24,-51.93,423,335,597,497,637
BR,21,Nagaland,2555,Soyabeans,5142,Food,1000 tonnes,-14.24,-51.93,608,710,745,729,725
BR,21,Nagaland,2556,Groundnuts (Shelled Eq),5142,Food,1000 tonnes,-14.24,-51.93,33,69,108,87,6
BR,21,Nagaland,2557,Sunflower seed,5142,Food,1000 tonnes,-14.24,-51.93,10,10,4,11,10
BR,21,Nagaland,2558,Rape and Mustardseed,5142,Food,1000 tonnes,-14.24,-51.93,1,1,2,2,3
BR,21,Nagaland,2560,Coconuts - Incl Copra,5142,Food,1000 tonnes,-14.24,-51.93,2668,2567,2667,2663,2590
BR,21,Nagaland,2561,Sesame seed,5142,Food,1000 tonnes,-14.24,-51.93,9,8,9,9,10
BR,21,Nagaland,2563,Olives (including preserved),5142,Food,1000 tonnes,-14.24,-51.93,72,85,93,103,106
BR,21,Nagaland,2570,"Oilcrops, Other",5142,Food,1000 tonnes,-14.24,-51.93,0,0,0,0,4
BR,21,Nagaland,2571,Soyabean Oil,5142,Food,1000 tonnes,-14.24,-51.93,2644,2649,2663,2692,2713
BR,21,Nagaland,2572,Groundnut Oil,5142,Food,1000 tonnes,-14.24,-51.93,1,1,1,1,4
BR,21,Nagaland,2573,Sunflowerseed Oil,5142,Food,1000 tonnes,-14.24,-51.93,60,62,65,83,71
BR,21,Nagaland,2575,Cottonseed Oil,5142,Food,1000 tonnes,-14.24,-51.93,223,244,250,253,267
BR,21,Nagaland,2576,Palmkernel Oil,5142,Food,1000 tonnes,-14.24,-51.93,0,0,0,0,0
BR,21,Nagaland,2577,Palm Oil,5142,Food,1000 tonnes,-14.24,-51.93,344,334,338,352,368
BR,21,Nagaland,2578,Coconut Oil,5142,Food,1000 tonnes,-14.24,-51.93,2,2,2,4,2
BR,21,Nagaland,2579,Sesameseed Oil,5142,Food,1000 tonnes,-14.24,-51.93,1,1,1,1,1
BR,21,Nagaland,2580,Olive Oil,5142,Food,1000 tonnes,-14.24,-51.93,47,56,66,76,72
BR,21,Nagaland,2581,Ricebran Oil,5142,Food,1000 tonnes,-14.24,-51.93,15,15,15,15,15
BR,21,Nagaland,2582,Maize Germ Oil,5142,Food,1000 tonnes,-14.24,-51.93,41,46,44,55,66
BR,21,Nagaland,2601,Tomatoes and products,5142,Food,1000 tonnes,-14.24,-51.93,3911,3787,4012,3540,3689
BR,21,Nagaland,2602,Onions,5142,Food,1000 tonnes,-14.24,-51.93,1361,1578,1371,1367,1285
BR,21,Nagaland,2605,"Vegetables, Other",5521,Feed,1000 tonnes,-14.24,-51.93,0,0,0,0,0
BR,21,Nagaland,2605,"Vegetables, Other",5142,Food,1000 tonnes,-14.24,-51.93,4710,5000,5225,5204,5350
BR,21,Nagaland,2611,"Oranges, Mandarines",5142,Food,1000 tonnes,-14.24,-51.93,8294,10195,11451,6066,3324
BR,21,Nagaland,2612,"Lemons, Limes and products",5142,Food,1000 tonnes,-14.24,-51.93,566,704,808,911,902
BR,21,Nagaland,2613,Grapefruit and products,5142,Food,1000 tonnes,-14.24,-51.93,52,58,64,65,70
BR,21,Nagaland,2614,"Citrus, Other",5142,Food,1000 tonnes,-14.24,-51.93,0,0,0,0,0
BR,21,Nagaland,2615,Bananas,5142,Food,1000 tonnes,-14.24,-51.93,5622,5784,6120,5774,5808
BR,21,Nagaland,2617,Apples and products,5142,Food,1000 tonnes,-14.24,-51.93,957,956,1100,1018,992
BR,21,Nagaland,2618,Pineapples and products,5142,Food,1000 tonnes,-14.24,-51.93,1700,1735,1882,2025,1958
BR,21,Nagaland,2619,Dates,5142,Food,1000 tonnes,-14.24,-51.93,1,1,1,1,1
BR,21,Nagaland,2620,Grapes and products (excl wine),5142,Food,1000 tonnes,-14.24,-51.93,869,916,895,996,951
BR,21,Nagaland,2625,"Fruits, Other",5142,Food,1000 tonnes,-14.24,-51.93,4599,4952,5092,4644,4668
BR,21,Nagaland,2630,Coffee and products,5142,Food,1000 tonnes,-14.24,-51.93,550,660,610,690,660
BR,21,Nagaland,2633,Cocoa Beans and products,5142,Food,1000 tonnes,-14.24,-51.93,197,204,196,232,210
BR,21,Nagaland,2635,Tea (including mate),5142,Food,1000 tonnes,-14.24,-51.93,396,384,391,452,455
BR,21,Nagaland,2640,Pepper,5142,Food,1000 tonnes,-14.24,-51.93,27,19,10,12,10
BR,21,Nagaland,2641,Pimento,5142,Food,1000 tonnes,-14.24,-51.93,0,0,1,0,0
BR,21,Nagaland,2642,Cloves,5142,Food,1000 tonnes,-14.24,-51.93,0,0,0,0,0
BR,21,Nagaland,2645,"Spices, Other",5142,Food,1000 tonnes,-14.24,-51.93,12,10,12,11,11
BR,21,Nagaland,2655,Wine,5142,Food,1000 tonnes,-14.24,-51.93,296,304,414,363,318
BR,21,Nagaland,2656,Beer,5142,Food,1000 tonnes,-14.24,-51.93,10650,12836,13264,13224,13474
BR,21,Nagaland,2657,"Beverages, Fermented",5142,Food,1000 tonnes,-14.24,-51.93,0,0,0,0,0
BR,21,Nagaland,2658,"Beverages, Alcoholic",5142,Food,1000 tonnes,-14.24,-51.93,703,709,714,725,719
BR,21,Nagaland,2731,Bovine Meat,5142,Food,1000 tonnes,-14.24,-51.93,7319,7553,7694,7811,7863
BR,21,Nagaland,2732,Mutton & Goat Meat,5142,Food,1000 tonnes,-14.24,-51.93,115,118,118,121,125
BR,21,Nagaland,2733,Pigmeat,5142,Food,1000 tonnes,-14.24,-51.93,2260,2408,2475,2513,2525
BR,21,Nagaland,2734,Poultry Meat,5142,Food,1000 tonnes,-14.24,-51.93,6779,7367,8001,8113,9016
BR,21,Nagaland,2735,"Meat, Other",5142,Food,1000 tonnes,-14.24,-51.93,14,20,21,22,23
BR,21,Nagaland,2736,"Offals, Edible",5142,Food,1000 tonnes,-14.24,-51.93,440,442,439,450,465
BR,21,Nagaland,2740,"Butter, Ghee",5521,Feed,1000 tonnes,-14.24,-51.93,0,0,0,2,1
BR,21,Nagaland,2740,"Butter, Ghee",5142,Food,1000 tonnes,-14.24,-51.93,93,89,92,98,97
BR,21,Nagaland,2743,Cream,5142,Food,1000 tonnes,-14.24,-51.93,0,0,0,0,0
BR,21,Nagaland,2737,"Fats, Animals, Raw",5142,Food,1000 tonnes,-14.24,-51.93,556,566,573,595,595
BR,21,Nagaland,2781,"Fish, Body Oil",5521,Feed,1000 tonnes,-14.24,-51.93,5,5,6,6,6
BR,21,Nagaland,2781,"Fish, Body Oil",5142,Food,1000 tonnes,-14.24,-51.93,0,0,0,0,0
BR,21,Nagaland,2782,"Fish, Liver Oil",5521,Feed,1000 tonnes,-14.24,-51.93,0,0,0,0,0
BR,21,Nagaland,2782,"Fish, Liver Oil",5142,Food,1000 tonnes,-14.24,-51.93,0,0,0,0,0
BR,21,Nagaland,2744,Eggs,5142,Food,1000 tonnes,-14.24,-51.93,1543,1633,1724,1779,1799
BR,21,Nagaland,2848,Milk - Excluding Butter,5521,Feed,1000 tonnes,-14.24,-51.93,1739,1841,1842,1868,1898
BR,21,Nagaland,2848,Milk - Excluding Butter,5142,Food,1000 tonnes,-14.24,-51.93,26442,27908,29693,29984,29910
BR,21,Nagaland,2761,Freshwater Fish,5142,Food,1000 tonnes,-14.24,-51.93,614,677,837,989,989
BR,21,Nagaland,2762,Demersal Fish,5142,Food,1000 tonnes,-14.24,-51.93,529,614,767,674,674
BR,21,Nagaland,2763,Pelagic Fish,5521,Feed,1000 tonnes,-14.24,-51.93,59,62,63,72,72
BR,21,Nagaland,2763,Pelagic Fish,5142,Food,1000 tonnes,-14.24,-51.93,190,171,188,219,219
BR,21,Nagaland,2764,"Marine Fish, Other",5142,Food,1000 tonnes,-14.24,-51.93,119,124,120,125,125
BR,21,Nagaland,2765,Crustaceans,5142,Food,1000 tonnes,-14.24,-51.93,123,127,122,125,125
BR,21,Nagaland,2766,Cephalopods,5142,Food,1000 tonnes,-14.24,-51.93,5,6,7,8,8
BR,21,Nagaland,2767,"Molluscs, Other",5142,Food,1000 tonnes,-14.24,-51.93,31,35,38,38,38
BR,21,Nagaland,2769,"Aquatic Animals, Others",5142,Food,1000 tonnes,-14.24,-51.93,1,1,1,1,1
BR,21,Nagaland,2775,Aquatic Plants,5142,Food,1000 tonnes,-14.24,-51.93,0,0,0,0,0
BR,21,Nagaland,2680,Infant food,5142,Food,1000 tonnes,-14.24,-51.93,0,0,0,0,0
BR,21,Nagaland,2905,Cereals - Excluding Beer,5521,Feed,1000 tonnes,-14.24,-51.93,36179,35988,38367,41078,43263
BR,21,Nagaland,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,-14.24,-51.93,22145,22365,22519,22712,23289
BR,21,Nagaland,2907,Starchy Roots,5521,Feed,1000 tonnes,-14.24,-51.93,12529,12884,13095,11888,10962
BR,21,Nagaland,2907,Starchy Roots,5142,Food,1000 tonnes,-14.24,-51.93,11686,12121,12617,11756,11173
BR,21,Nagaland,2908,Sugar Crops,5521,Feed,1000 tonnes,-14.24,-51.93,6400,6600,6800,6700,6900
BR,21,Nagaland,2908,Sugar Crops,5142,Food,1000 tonnes,-14.24,-51.93,3100,3200,3300,3200,3300
BR,21,Nagaland,2909,Sugar & Sweeteners,5142,Food,1000 tonnes,-14.24,-51.93,8150,8312,8370,8479,8571
BR,21,Nagaland,2911,Pulses,5521,Feed,1000 tonnes,-14.24,-51.93,0,0,0,0,0
BR,21,Nagaland,2911,Pulses,5142,Food,1000 tonnes,-14.24,-51.93,3225,3248,3311,3113,3296
BR,21,Nagaland,2912,Treenuts,5142,Food,1000 tonnes,-14.24,-51.93,104,83,214,132,128
BR,21,Nagaland,2913,Oilcrops,5521,Feed,1000 tonnes,-14.24,-51.93,423,335,597,497,637
BR,21,Nagaland,2913,Oilcrops,5142,Food,1000 tonnes,-14.24,-51.93,3402,3450,3628,3603,3453
BR,21,Nagaland,2914,Vegetable Oils,5142,Food,1000 tonnes,-14.24,-51.93,3377,3410,3446,3532,3579
BR,21,Nagaland,2918,Vegetables,5521,Feed,1000 tonnes,-14.24,-51.93,0,0,0,0,0
BR,21,Nagaland,2918,Vegetables,5142,Food,1000 tonnes,-14.24,-51.93,9981,10366,10608,10111,10325
BR,21,Nagaland,2919,Fruits - Excluding Wine,5142,Food,1000 tonnes,-14.24,-51.93,22660,25300,27414,21499,18671
BR,21,Nagaland,2922,Stimulants,5142,Food,1000 tonnes,-14.24,-51.93,1143,1248,1198,1375,1326
BR,21,Nagaland,2923,Spices,5142,Food,1000 tonnes,-14.24,-51.93,38,29,23,23,21
BR,21,Nagaland,2924,Alcoholic Beverages,5142,Food,1000 tonnes,-14.24,-51.93,11650,13850,14392,14312,14512
BR,21,Nagaland,2943,Meat,5142,Food,1000 tonnes,-14.24,-51.93,16488,17465,18310,18580,19552
BR,21,Nagaland,2945,Offals,5142,Food,1000 tonnes,-14.24,-51.93,440,442,439,450,465
BR,21,Nagaland,2946,Animal fats,5521,Feed,1000 tonnes,-14.24,-51.93,5,5,6,8,7
BR,21,Nagaland,2946,Animal fats,5142,Food,1000 tonnes,-14.24,-51.93,649,655,666,692,693
BR,21,Nagaland,2949,Eggs,5142,Food,1000 tonnes,-14.24,-51.93,1543,1633,1724,1779,1799
BR,21,Nagaland,2948,Milk - Excluding Butter,5521,Feed,1000 tonnes,-14.24,-51.93,1739,1841,1842,1868,1898
BR,21,Nagaland,2948,Milk - Excluding Butter,5142,Food,1000 tonnes,-14.24,-51.93,26442,27908,29693,29984,29910
BR,21,Nagaland,2960,"Fish, Seafood",5521,Feed,1000 tonnes,-14.24,-51.93,59,62,63,72,72
BR,21,Nagaland,2960,"Fish, Seafood",5142,Food,1000 tonnes,-14.24,-51.93,1610,1754,2081,2178,2178
BR,21,Nagaland,2961,"Aquatic Products, Other",5142,Food,1000 tonnes,-14.24,-51.93,1,1,1,1,1
BR,21,Nagaland,2928,Miscellaneous,5142,Food,1000 tonnes,-14.24,-51.93,0,0,0,0,0
BN,26,Tripura,2511,Wheat and products,5142,Food,1000 tonnes,4.54,114.73,16,16,16,17,18
BN,26,Tripura,2805,Rice (Milled Equivalent),5521,Feed,1000 tonnes,4.54,114.73,7,8,6,6,7
BN,26,Tripura,2805,Rice (Milled Equivalent),5142,Food,1000 tonnes,4.54,114.73,30,31,31,32,32
BN,26,Tripura,2513,Barley and products,5142,Food,1000 tonnes,4.54,114.73,0,0,0,0,0
BN,26,Tripura,2514,Maize and products,5142,Food,1000 tonnes,4.54,114.73,5,5,6,6,5
BN,26,Tripura,2515,Rye and products,5521,Feed,1000 tonnes,4.54,114.73,0,0,0,0,0
BN,26,Tripura,2516,Oats,5142,Food,1000 tonnes,4.54,114.73,1,1,0,0,0
BN,26,Tripura,2517,Millet and products,5142,Food,1000 tonnes,4.54,114.73,0,0,0,0,0
BN,26,Tripura,2518,Sorghum and products,5142,Food,1000 tonnes,4.54,114.73,0,0,0,0,0
BN,26,Tripura,2520,"Cereals, Other",5521,Feed,1000 tonnes,4.54,114.73,1,1,1,1,1
BN,26,Tripura,2520,"Cereals, Other",5142,Food,1000 tonnes,4.54,114.73,1,1,0,1,1
BN,26,Tripura,2532,Cassava and products,5142,Food,1000 tonnes,4.54,114.73,3,3,3,3,3
BN,26,Tripura,2531,Potatoes and products,5142,Food,1000 tonnes,4.54,114.73,4,5,6,5,5
BN,26,Tripura,2533,Sweet potatoes,5142,Food,1000 tonnes,4.54,114.73,0,0,0,1,0
BN,26,Tripura,2535,Yams,5142,Food,1000 tonnes,4.54,114.73,0,0,0,0,0
BN,26,Tripura,2534,"Roots, Other",5521,Feed,1000 tonnes,4.54,114.73,0,0,0,0,0
BN,26,Tripura,2534,"Roots, Other",5142,Food,1000 tonnes,4.54,114.73,1,1,1,1,0
BN,26,Tripura,2536,Sugar cane,5142,Food,1000 tonnes,4.54,114.73,0,0,0,0,0
